job_title,company,location,info,posted,datetime,job_link,comp_link
Data Analyst,Imagine Pediatrics,United States,0,6 days ago,2023-09-01,https://www.linkedin.com/jobs/view/data-analyst-at-imagine-pediatrics-3710314342?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=R005sXWlp2efk3k06FSa7A%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/imagine-pediatrics?trk=public_jobs_jserp-result_job-search-card-subtitle
Jr Data Analyst,One Park Financial,"Miami, FL",0,1 week ago,2023-08-28,https://www.linkedin.com/jobs/view/jr-data-analyst-at-one-park-financial-3706449011?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=sFk2wNjjsl8H7BZ4vVj%2B5Q%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/one-park-financial?trk=public_jobs_jserp-result_job-search-card-subtitle
Junior Data Analyst - Remote,coles international inc,"Virginia, United States",0,5 days ago,2023-09-02,https://www.linkedin.com/jobs/view/junior-data-analyst-remote-at-coles-international-inc-3703758139?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=miKQ5uIRqKh41bsjE7%2FwxQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/coles-international-inc?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,Propio Language Services,"Overland Park, KS",Actively Hiring,2 weeks ago,2023-08-24,https://www.linkedin.com/jobs/view/data-analyst-at-propio-language-services-3695491768?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=K5CNohOrB2EgKXWg19eo%2BQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/propiols?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,BlueTeam,"Boca Raton, FL",0,2 weeks ago,2023-08-24,https://www.linkedin.com/jobs/view/data-analyst-at-blueteam-3703207240?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=y4evNdpruHKmpgDfPPsX7A%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/blueteam-corp?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,RaiseRight,"Grand Rapids, MI",0,2 weeks ago,2023-08-23,https://www.linkedin.com/jobs/view/data-analyst-at-raiseright-3693574960?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=dBoFQh79MOLnz%2Fj%2Fd6Rkgw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/raiseright?trk=public_jobs_jserp-result_job-search-card-subtitle
Metric and Data Analyst,Lockheed Martin,"Orlando, FL",Actively Hiring,2 days ago,2023-09-05,https://www.linkedin.com/jobs/view/metric-and-data-analyst-at-lockheed-martin-3713337914?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=xTLkdqUoqmZxKB9G0hOrwQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/lockheed-martin?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,UCLA Health,"Los Angeles, CA",0,1 week ago,2023-08-28,https://www.linkedin.com/jobs/view/data-analyst-at-ucla-health-3703663773?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=4fFA7P9LTcxLFmn%2FSOkmwg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/ucla-health?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst - Early Career,Lockheed Martin,"Fort Worth, TX",Actively Hiring,1 week ago,2023-09-01,https://www.linkedin.com/jobs/view/data-analyst-early-career-at-lockheed-martin-3703746223?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=3dmEnw%2FG8vdjgE1k6elSQw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/lockheed-martin?trk=public_jobs_jserp-result_job-search-card-subtitle
Junior Data Analyst - Remote,FedEx Group,"Boston, NY",0,0,0,https://www.linkedin.com/jobs/view/junior-data-analyst-remote-at-fedex-group-3707540009?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=ys7eVrYIvshdobHHCazY5A%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/fedexgroup?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst - Early Career,Lockheed Martin,"Fort Worth, TX",Actively Hiring,1 week ago,2023-08-31,https://www.linkedin.com/jobs/view/data-analyst-early-career-at-lockheed-martin-3703116076?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=u6XuZnA23CitEPx9rbZn%2FQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/lockheed-martin?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst - Early Career,Lockheed Martin,"Fort Worth, TX",Actively Hiring,1 week ago,2023-09-01,https://www.linkedin.com/jobs/view/data-analyst-early-career-at-lockheed-martin-3703114457?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=eRbVzp8HpHaJm98OPz58kA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/lockheed-martin?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,ESPO Corporation,"Centreville, VA",Be an early applicant,3 weeks ago,2023-08-12,https://www.linkedin.com/jobs/view/data-analyst-at-espo-corporation-3705743279?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=2rAqPH6DddjdvDQvjAH42A%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/espo-engineering-corp-?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,Altamira Technologies Corporation,"Tampa, FL",0,3 weeks ago,2023-08-18,https://www.linkedin.com/jobs/view/data-analyst-at-altamira-technologies-corporation-3690147656?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=oJ9Zu27M2CjoVpNKAXtW5g%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/altamira-corporation?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,Nevro,"Redwood City, CA",Actively Hiring,1 week ago,2023-08-30,https://www.linkedin.com/jobs/view/data-analyst-at-nevro-3700687211?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=O4ZO%2BHKNZRgMI%2Fgw7fmKJg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/nevro-hfx?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,"Business Plan Solutions, LLC","San Antonio, TX",0,2 weeks ago,2023-08-21,https://www.linkedin.com/jobs/view/data-analyst-at-business-plan-solutions-llc-3699925706?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=ccRWvNSvuctF5MWyxKk4IA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/businessplansolutions?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst/Virtual - Remote,FedEx Group,"Phoenix, NY",0,0,0,https://www.linkedin.com/jobs/view/data-analyst-virtual-remote-at-fedex-group-3707536337?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=EsSTTjup%2FLRvVUm70PP1nw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/fedexgroup?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,Sunbird Software,"Sioux Falls, SD",0,2 weeks ago,2023-08-20,https://www.linkedin.com/jobs/view/data-analyst-at-sunbird-software-3699569808?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=lfMs9ymogfW%2FwhHGuDEQjg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/sunbird-software?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,Foxconn Industrial Internet USA,"Mount Pleasant, WI",Actively Hiring,2 weeks ago,2023-08-19,https://www.linkedin.com/jobs/view/data-analyst-at-foxconn-industrial-internet-usa-3698533861?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=zsaI7vAIhb5oUtiy6DJlDg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/fii-usa?trk=public_jobs_jserp-result_job-search-card-subtitle
Jr. Data Analyst,ecocareers,"Honolulu, HI",0,0,0,https://www.linkedin.com/jobs/view/jr-data-analyst-at-ecocareers-3714712515?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=HwiexoI3DwhavXS2X2KVdA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/ecocareers?trk=public_jobs_jserp-result_job-search-card-subtitle
"Entry-Level Data Analyst, ActualTech Media",Future,United States,0,2 days ago,2023-09-05,https://www.linkedin.com/jobs/view/entry-level-data-analyst-actualtech-media-at-future-3713300624?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=yboC3qDdN2UF5%2BaPG9EZpw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,https://uk.linkedin.com/company/future-publishing?trk=public_jobs_jserp-result_job-search-card-subtitle
Junior Data Analyst,American Cruise Lines,"Guilford, CT",0,1 week ago,2023-08-29,https://www.linkedin.com/jobs/view/junior-data-analyst-at-american-cruise-lines-3704092273?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=qdErdDqRLIzLMN4314Wa1w%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/american-cruise-lines?trk=public_jobs_jserp-result_job-search-card-subtitle
Research Data Analyst,WellSpace Health,"Sacramento, CA",0,2 weeks ago,2023-08-19,https://www.linkedin.com/jobs/view/research-data-analyst-at-wellspace-health-3699135733?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=Bx330U245k6a801KGLFDnQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/wellspace-health?trk=public_jobs_jserp-result_job-search-card-subtitle
Junior Data Analyst,Atria Wealth Solutions,San Diego Metropolitan Area,0,3 days ago,2023-09-04,https://www.linkedin.com/jobs/view/junior-data-analyst-at-atria-wealth-solutions-3711094759?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=OUceRovmA8abf991%2BAFvfA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/atria-wealth-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst Asc - Level 1,Lockheed Martin,"Fort Worth, TX",Actively Hiring,1 week ago,2023-08-31,https://www.linkedin.com/jobs/view/data-analyst-asc-level-1-at-lockheed-martin-3709266594?refId=MFm8oji2BDhxJ10J4kPMyA%3D%3D&trackingId=0wprsrIiQZ9f2%2B%2FRT1MAkg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/lockheed-martin?trk=public_jobs_jserp-result_job-search-card-subtitle
Lead Data Analyst,Serenity Healthcare,"Lehi, UT",Be an early applicant,0,0,https://www.linkedin.com/jobs/view/lead-data-analyst-at-serenity-healthcare-3712652264?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=OAAqD6tDeZq%2BGTJHea7MFw%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/serenityhealthcare?trk=public_jobs_jserp-result_job-search-card-subtitle
Metric and Data Analyst,Lockheed Martin,"Orlando, FL",Be an early applicant,3 days ago,2023-09-05,https://www.linkedin.com/jobs/view/metric-and-data-analyst-at-lockheed-martin-3706557886?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=Abq2%2BL1GmvcrmuUIjslP6g%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/lockheed-martin?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,TickPick,"New York County, NY",0,5 days ago,2023-09-02,https://www.linkedin.com/jobs/view/data-analyst-at-tickpick-3710831357?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=clQ5Tvs5RCQHLpM2DM2Jsw%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/tickpick?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,NeuroID,"Whitefish, MT",0,2 days ago,2023-09-06,https://www.linkedin.com/jobs/view/data-analyst-at-neuroid-3710757202?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=pq8n8nm8hM5gOXoOm6lkIA%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/neuro-id?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst Jr (C-Shopper),OscarMike,"Irving, TX",Actively Hiring,1 week ago,2023-08-29,https://www.linkedin.com/jobs/view/data-analyst-jr-c-shopper-at-oscarmike-3700069701?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=CL3BogJR0JpC41K99ZjKqw%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/oscarmike1?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Business Analyst____________remote__NORTH CAROLINA,Steneral Consulting,United States,Actively Hiring,2 weeks ago,2023-08-22,https://www.linkedin.com/jobs/view/data-business-analyst-remote-north-carolina-at-steneral-consulting-3697327236?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=83e%2B%2BKzvftBUUqMVk8vyGw%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/steneral-consulting?trk=public_jobs_jserp-result_job-search-card-subtitle
Business Intelligence Analyst,Sony Interactive Entertainment,"Aliso Viejo, CA",Actively Hiring,1 week ago,2023-08-29,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-sony-interactive-entertainment-3699249625?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=kmvYSeLLTPOZarUIVMp%2BiQ%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/sony-interactive-entertainment-llc?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst - Remote,Richard Group,"Chicago, IL",Actively Hiring,2 days ago,2023-09-05,https://www.linkedin.com/jobs/view/data-analyst-remote-at-richard-group-3705345162?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=soAKWywmq8cXwIzrsIAxCw%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/richardgroupllc?trk=public_jobs_jserp-result_job-search-card-subtitle
Business Data Analyst,"Global Soft Systems, Inc.",United States,0,2 days ago,2023-09-05,https://www.linkedin.com/jobs/view/business-data-analyst-at-global-soft-systems-inc-3710650345?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=jgPaV%2BdnlE6%2FyMMkBO%2BB%2Bg%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/global-soft-systems?trk=public_jobs_jserp-result_job-search-card-subtitle
"Data Analyst, Business Analysis and Reporting - Lakeland",Publix Super Markets,"Lakeland, FL",Actively Hiring,2 weeks ago,2023-08-22,https://www.linkedin.com/jobs/view/data-analyst-business-analysis-and-reporting-lakeland-at-publix-super-markets-3701357254?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=GVDfoc5vpvfDuqxMojsiSg%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/publix-super-markets?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,CharterUP,United States,0,2 weeks ago,2023-08-24,https://www.linkedin.com/jobs/view/data-analyst-at-charterup-3703406166?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=jsavCN0osY%2BRfso19VUTPA%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/charterup?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst (Local to Minneapolis),On-Demand Group,"Plymouth, MN",Actively Hiring,0,0,https://www.linkedin.com/jobs/view/data-analyst-local-to-minneapolis-at-on-demand-group-3707541967?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=0htHIrI2oIjWiufpnp23aw%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/on-demand-group?trk=public_jobs_jserp-result_job-search-card-subtitle
Data BI Analyst (Entry Level),Pattern Learning AI - Career & Tech Recruitment Reimagined!,"Tampa, FL",0,1 day ago,2023-09-06,https://www.linkedin.com/jobs/view/data-bi-analyst-entry-level-at-pattern-learning-ai-career-tech-recruitment-reimagined%21-3713678066?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=IYtDgltouCb4G639%2FLTrFA%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/careerwithpatternlearning?trk=public_jobs_jserp-result_job-search-card-subtitle
Junior Data BI Analyst,Pattern Learning AI - Career & Tech Recruitment Reimagined!,"New York, NY",0,1 day ago,2023-09-06,https://www.linkedin.com/jobs/view/junior-data-bi-analyst-at-pattern-learning-ai-career-tech-recruitment-reimagined%21-3713669722?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=%2B4GojoVVokbosNC%2Bjxw04w%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/careerwithpatternlearning?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst/Business Analyst,Stellar Professionals,"Richmond, VA",0,6 days ago,2023-09-01,https://www.linkedin.com/jobs/view/data-analyst-business-analyst-at-stellar-professionals-3707373361?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=DbkX4cQG9jNKA7bXx41HDg%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/stellar-professionals?trk=public_jobs_jserp-result_job-search-card-subtitle
Virtual Data Analyst - Remote,FedEx Group,"Chicago, IL",0,0,0,https://www.linkedin.com/jobs/view/virtual-data-analyst-remote-at-fedex-group-3707539154?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=J5g53eL3ONa4hjliBaJfgA%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/fedexgroup?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,Roche,"Carlsbad, CA",Actively Hiring,2 days ago,2023-09-06,https://www.linkedin.com/jobs/view/data-analyst-at-roche-3713639943?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=Y5b8SBskyyetl4fswHQ21w%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card,https://ch.linkedin.com/company/roche?trk=public_jobs_jserp-result_job-search-card-subtitle
Data/Information Analyst,Pyxai,"San Francisco, CA",0,1 week ago,2023-08-27,https://www.linkedin.com/jobs/view/data-information-analyst-at-pyxai-3705450148?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=ZAFKobJOZyTAJciDtLyVFw%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/getpyxai?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,Wiliot,"Dallas, TX",0,2 days ago,2023-09-06,https://www.linkedin.com/jobs/view/data-analyst-at-wiliot-3705647444?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=egAjq01Xn6qJnLTtOxmM1g%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,https://il.linkedin.com/company/wiliot?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,LegitScript,"Oregon, United States",0,2 days ago,2023-09-06,https://www.linkedin.com/jobs/view/data-analyst-at-legitscript-3713666112?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=VbqtkIHvKE7S6nDe8rtwpg%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/legitscript-com?trk=public_jobs_jserp-result_job-search-card-subtitle
Marketing Data Analyst,Insight Global,Greater Philadelphia,Actively Hiring,1 week ago,2023-08-30,https://www.linkedin.com/jobs/view/marketing-data-analyst-at-insight-global-3700670515?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=h5MzzYkynoma37avdINM5Q%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/insight-global?trk=public_jobs_jserp-result_job-search-card-subtitle
Junior Data BI Analyst - US/Canada,Pattern Learning AI - Career & Tech Recruitment Reimagined!,"New York, NY",0,1 day ago,2023-09-06,https://www.linkedin.com/jobs/view/junior-data-bi-analyst-us-canada-at-pattern-learning-ai-career-tech-recruitment-reimagined%21-3713672211?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=l1k9ln4uvBum8p0CxK7scw%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/careerwithpatternlearning?trk=public_jobs_jserp-result_job-search-card-subtitle
"Data Analyst - Lincolnshire, IL",Camping World,"Lincolnshire, IL",0,1 week ago,2023-08-29,https://www.linkedin.com/jobs/view/data-analyst-lincolnshire-il-at-camping-world-3704268268?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=UVgbPbc27n2hsBqbdIm71g%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/campingworld?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,Catapult Learning,"New York, NY",0,0,0,https://www.linkedin.com/jobs/view/data-analyst-at-catapult-learning-3712336604?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=32n8u66rDuIUxa%2Fe02rpEw%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/catapult-learning?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,Kolter Solutions,"Orlando, FL",Actively Hiring,1 month ago,2023-07-24,https://www.linkedin.com/jobs/view/data-analyst-at-kolter-solutions-3684959933?refId=XfVMTMIQMAQ2FDeG21Jl7w%3D%3D&trackingId=vjwbQhNRA4OtECILzjrJWQ%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/kolter-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,Kolter Solutions,"Orlando, FL",Actively Hiring,1 month ago,2023-07-24,https://www.linkedin.com/jobs/view/data-analyst-at-kolter-solutions-3684959933?refId=Q1f4dgOchbZwXtbszO96ig%3D%3D&trackingId=7XwuI5%2BICdI51%2B8EbJ1MQQ%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/kolter-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst [ New York ],CROSSMEDIA USA,"New York, NY",Actively Hiring,1 week ago,2023-08-28,https://www.linkedin.com/jobs/view/data-analyst-new-york-at-crossmedia-usa-3702384089?refId=Q1f4dgOchbZwXtbszO96ig%3D%3D&trackingId=gvZcW5vamkFkiTucPc3qWA%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/crossmediausa?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,Curiosity,"Cincinnati, OH",Be an early applicant,1 week ago,2023-08-29,https://www.linkedin.com/jobs/view/data-analyst-at-curiosity-3704087702?refId=Q1f4dgOchbZwXtbszO96ig%3D%3D&trackingId=EebrBDPEkK7LzJAikYxpIQ%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/curiositycincy?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst - Remote,coles international inc,Waco Area,0,2 days ago,2023-09-05,https://www.linkedin.com/jobs/view/data-analyst-remote-at-coles-international-inc-3705372971?refId=Q1f4dgOchbZwXtbszO96ig%3D%3D&trackingId=IC8TALrnL8ay13LVDCqWDA%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/coles-international-inc?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,ProService Hawaii,"Honolulu, HI",0,6 days ago,2023-09-02,https://www.linkedin.com/jobs/view/data-analyst-at-proservice-hawaii-3710365943?refId=Q1f4dgOchbZwXtbszO96ig%3D%3D&trackingId=eGCzt9gpOfmmNHWBpfs1QA%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/proservice-hawaii?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst I,VARITE INC,"Washington, DC",Be an early applicant,2 weeks ago,2023-08-24,https://www.linkedin.com/jobs/view/data-analyst-i-at-varite-inc-3707525639?refId=Q1f4dgOchbZwXtbszO96ig%3D%3D&trackingId=gEclIzEtIjkgZtsItrsgvA%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/varite?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,First Soft Solutions LLC,"Piscataway, NJ",Actively Hiring,3 days ago,2023-09-04,https://www.linkedin.com/jobs/view/data-analyst-at-first-soft-solutions-llc-3709604697?refId=Q1f4dgOchbZwXtbszO96ig%3D%3D&trackingId=KUhBVnDSwY7jnAN5Pz6gOg%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/first-soft-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst I,INSPYR Solutions,"Orlando, FL",Be an early applicant,1 month ago,2023-08-07,https://www.linkedin.com/jobs/view/data-analyst-i-at-inspyr-solutions-3685801844?refId=Q1f4dgOchbZwXtbszO96ig%3D%3D&trackingId=T22x%2FZJpsLdot9ypo2BTEg%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/inspyrsolutions?trk=public_jobs_jserp-result_job-search-card-subtitle
Data Analyst,Verdant Infotech Solutions,"Boston, MA",Be an early applicant,0,0,https://www.linkedin.com/jobs/view/data-analyst-at-verdant-infotech-solutions-3708154292?refId=Q1f4dgOchbZwXtbszO96ig%3D%3D&trackingId=zSEbH22BqeDeSt9V8y%2Fa7Q%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/verdant-infotech?trk=public_jobs_jserp-result_job-search-card-subtitle
Text Data Labeling Analyst,Mindseeker,"Vienna, VA",0,2 weeks ago,2023-08-24,https://www.linkedin.com/jobs/view/text-data-labeling-analyst-at-mindseeker-3703256589?refId=Q1f4dgOchbZwXtbszO96ig%3D%3D&trackingId=KVjGRyOzs69gvkT0kxbQ8w%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/mindseeker-inc.?trk=public_jobs_jserp-result_job-search-card-subtitle
